Switch;ID_Object;Nbr;IP;ID_Ring;ID_Equipment;Serial;MAC;ID_VLAN;ID_SFP ‰Îˇ 25 ÔÓÚ‡;ID_SFP ‰Îˇ 26 ÔÓÚ‡;InService;ID_TipPort ‰Îˇ 25 ÔÓÚ‡;ID_TipPort ‰Îˇ 26 ÔÓÚ‡;Switch ‰Îˇ LLDP 25 ÔÓÚ‡;Switch ‰Îˇ LLDP 26 ÔÓÚ‡;Proverka_NameSwitch;Data_oprosa_LLDP;Nomer_v_kolce;Port_na_DS;Port_DS_des
MDU_BRD00130_1025_1;MDU_BRD00130_1025;1;10.207.130.37;102;Huawei Quidway S2326;21023513666TB9007210;5489-98af-9912;5;;;»—“»Õ¿;F;F;MDU_BRD00130_1024_2;MDU_BRD00130_1026_2;MDU_BRD00130_1025_1;06.02.2015;8;;
MDU_BRD00130_1026_1;MDU_BRD00130_1026;1;10.207.130.38;102;Huawei Quidway S2326;21023513666TB7013752;80fb-066c-714e;19;;;»—“»Õ¿;F;C;MDU_BRD00130_1027_1;MDU_BRD00130_1026_2;MDU_BRD00130_1026_1;06.02.2015;6;;
MDU_BRD00130_1026_2;MDU_BRD00130_1026;2;10.207.130.173;102;Huawei Quidway S2326;21023513666TD2002234;dcd2-fc67-5ed0;14;;;»—“»Õ¿;C;F;MDU_BRD00130_1026_1;MDU_BRD00130_1025_1;MDU_BRD00130_1026_2;06.02.2015;7;;
MDU_BRD00130_1027_1;MDU_BRD00130_1027;1;10.207.130.39;102;D-Link DES-3200-28;PVI41A5003335;1C-BD-B9-64-05-E0;20;;;»—“»Õ¿;F;F;MDU_BRD00130_1026_1;MDU_BRD00130_10211_1;MDU_BRD00130_1027_1;06.02.2015;5;;
MDU_BRD00130_1028_1;MDU_BRD00130_1028;1;10.207.130.40;102;D-Link DES-3200-28;PVI41A5003302;1C-BD-B9-64-06-80;8;;;»—“»Õ¿;F;C;ds2-zap795;MDU_BRD00130_1028_2;MDU_BRD00130_1028_1;06.02.2015;17;;102
MDU_BRD00130_1028_2;MDU_BRD00130_1028;2;10.207.130.44;102;Huawei Quidway S2326;21023513666TB3001121;781d-badf-740e;12;;;»—“»Õ¿;C;F;MDU_BRD00130_1028_1;MDU_BRD00130_1029_1;MDU_BRD00130_1028_2;06.02.2015;16;;
MDU_BRD00130_1029_1;MDU_BRD00130_1029;1;10.207.130.41;102;D-Link DES-3200-28;PVI41A5003303;1C-BD-B9-64-CA-00;9;;;»—“»Õ¿;C;F;MDU_BRD00130_1029_2;MDU_BRD00130_1028_2;MDU_BRD00130_1029_1;06.02.2015;15;;
MDU_BRD00130_1029_2;MDU_BRD00130_1029;2;10.207.130.153;102;Huawei Quidway S2326;21023513666TC4005671;e024-7f1a-a590;13;;;»—“»Õ¿;F;C;MDU_BRD00130_1021_1;MDU_BRD00130_1029_1;MDU_BRD00130_1029_2;06.02.2015;14;;
MDU_BRD00130_2001_1;MDU_BRD00130_2001;1;10.207.130.65;200;D-Link DES-3200-26;PVHQ1A9012001;F0-7D-68-34-E6-40;1;;;»—“»Õ¿;Down;F;MDU_BRD00130_2003_2;ds1-zap795;MDU_BRD00130_2001_1;06.02.2015;1;26;200
MDU_BRD00130_2002_1;MDU_BRD00130_2002;1;10.207.130.66;200;D-Link DES-3200-26;PVHQ1A9008319;F0-7D-68-32-2A-80;2;;;»—“»Õ¿;F;F;MDU_BRD00130_2003_1;MDU_BRD00130_2004_2;MDU_BRD00130_2002_1;06.02.2015;4;;
MDU_BRD00130_2003_1;MDU_BRD00130_2003;1;10.207.130.67;200;Huawei Quidway S2326;21023513666TB9004427;5489-9828-28b4;3;;;»—“»Õ¿;C;F;MDU_BRD00130_2003_2;MDU_BRD00130_2002_1;MDU_BRD00130_2003_1;06.02.2015;3;;
MDU_BRD00130_2003_2;MDU_BRD00130_2003;2;10.207.130.163;200;Huawei Quidway S2326;21023513666TCB007490;1047-800e-e564;5;;;»—“»Õ¿;Down;C;MDU_BRD00130_2001_1;MDU_BRD00130_2003_1;MDU_BRD00130_2003_2;06.02.2015;2;;
MDU_BRD00130_2004_1;MDU_BRD00130_2004;1;10.207.130.68;200;D-Link DES-3200-26;PVHQ1A7015430;1C-BD-B9-EE-4F-00;4;;;»—“»Õ¿;C;F;MDU_BRD00130_2004_2;ds2-zap795;MDU_BRD00130_2004_1;06.02.2015;6;26;200
MDU_BRD00130_2004_2;MDU_BRD00130_2004;2;10.207.130.16;200;Huawei Quidway S2326;2102351366DME7009187;04f9-38d0-1f8b;6;;;»—“»Õ¿;F;C;MDU_BRD00130_2002_1;MDU_BRD00130_2004_1;MDU_BRD00130_2004_2;06.02.2015;5;;
MDU_BRD00130_2011_1;MDU_BRD00130_2011;1;10.207.130.81;201;D-Link DES-3200-28;PVI41A5003336;1C-BD-B9-64-16-40;1;;;»—“»Õ¿;C;F;MDU_BRD00130_2011_2;ds1-zap795;MDU_BRD00130_2011_1;06.02.2015;1;26;201
MDU_BRD00130_2011_2;MDU_BRD00130_2011;2;10.207.130.167;201;Huawei Quidway S2326;21023513666TCB007426;1047-800e-e524;6;;;»—“»Õ¿;F;C;MDU_BRD00130_2012_2;MDU_BRD00130_2011_1;MDU_BRD00130_2011_2;06.02.2015;2;;
MDU_BRD00130_2012_1;MDU_BRD00130_2012;1;10.207.130.82;201;D-Link DES-3200-28;PVI41A5003340;1C-BD-B9-64-34-80;2;;;»—“»Õ¿;C;F;MDU_BRD00130_2012_2;MDU_BRD00130_2013_2;MDU_BRD00130_2012_1;06.02.2015;4;;
MDU_BRD00130_2012_2;MDU_BRD00130_2012;2;10.207.130.177;201;Huawei Quidway S2326;21023513666TD3000968;dcd2-fc6b-cbce;8;;;»—“»Õ¿;F;C;MDU_BRD00130_2011_2;MDU_BRD00130_2012_1;MDU_BRD00130_2012_2;06.02.2015;3;;
MDU_BRD00130_2013_1;MDU_BRD00130_2013;1;10.207.130.83;201;D-Link DES-3200-28;PVI41A5003341;1C-BD-B9-64-07-C0;3;;;»—“»Õ¿;C;F;MDU_BRD00130_2013_2;MDU_BRD00130_2014_1;MDU_BRD00130_2013_1;06.02.2015;6;;
MDU_BRD00130_2013_2;MDU_BRD00130_2013;2;10.207.130.183;201;Huawei Quidway S2326;2102351366DME6008241;04f9-38c7-03ce;9;;;»—“»Õ¿;F;C;MDU_BRD00130_2012_1;MDU_BRD00130_2013_1;MDU_BRD00130_2013_2;06.02.2015;5;;
MDU_BRD00130_2014_1;MDU_BRD00130_2014;1;10.207.130.84;201;Huawei Quidway S2326;21023513666TCB007328;1047-800e-e4c2;4;;;»—“»Õ¿;C;F;MDU_BRD00130_2014_2;MDU_BRD00130_2013_1;MDU_BRD00130_2014_1;06.02.2015;7;;
MDU_BRD00130_2014_2;MDU_BRD00130_2014;2;10.207.130.168;201;Huawei Quidway S2326;21023513666TCB007436;1047-800e-e52e;7;;;»—“»Õ¿;F;C;MDU_BRD00130_2015_1;MDU_BRD00130_2014_1;MDU_BRD00130_2014_2;06.02.2015;8;;
MDU_BRD00130_2015_1;MDU_BRD00130_2015;1;10.207.130.85;201;D-Link DES-3200-28;PVI41A5003347;1C-BD-B9-64-05-A0;5;;;»—“»Õ¿;F;F;MDU_BRD00130_2014_2;ds2-zap795;MDU_BRD00130_2015_1;06.02.2015;9;26;201
MDU_BRD00130_3001_1;MDU_BRD00130_3001;1;10.207.130.97;300;D-Link DES-3200-28;PVI41A5003345;1C-BD-B9-64-E5-E0;1;;;»—“»Õ¿;C;F;MDU_BRD00130_3001_2;ds1-zap795;MDU_BRD00130_3001_1;06.02.2015;1;26;300
MDU_BRD00130_3001_2;MDU_BRD00130_3001;2;10.207.130.104;300;Huawei Quidway S2326;21023513666TB6000104;0819-a6d9-6032;8;;;»—“»Õ¿;C;F;MDU_BRD00130_3001_1;MDU_BRD00130_3002_2;MDU_BRD00130_3001_2;06.02.2015;2;;
MDU_BRD00130_3002_1;MDU_BRD00130_3002;1;10.207.130.98;300;D-Link DES-3200-28;PVI41A5003344;1C-BD-B9-64-08-20;2;;;»—“»Õ¿;F;F;MDU_BRD00130_3003_1;MDU_BRD00130_3002_2;MDU_BRD00130_3002_1;06.02.2015;4;;
MDU_BRD00130_3002_2;MDU_BRD00130_3002;2;10.207.130.187;300;Huawei Quidway S2326;2102351366DME7001519;04f9-38c9-3fd9;15;;;»—“»Õ¿;F;F;MDU_BRD00130_3001_2;MDU_BRD00130_3002_1;MDU_BRD00130_3002_2;06.02.2015;3;;
MDU_BRD00130_3003_1;MDU_BRD00130_3003;1;10.207.130.99;300;D-Link DES-3200-28;PVI41A5003343;1C-BD-B9-64-05-C0;3;;;»—“»Õ¿;C;F;MDU_BRD00130_3003_2;MDU_BRD00130_3002_1;MDU_BRD00130_3003_1;06.02.2015;5;;
MDU_BRD00130_3003_2;MDU_BRD00130_3003;2;10.207.130.165;300;Huawei Quidway S2326;21023513666TCB010422;1047-8010-15f4;12;;;»—“»Õ¿;F;C;MDU_BRD00130_3004_2;MDU_BRD00130_3003_1;MDU_BRD00130_3003_2;06.02.2015;6;;
MDU_BRD00130_3004_1;MDU_BRD00130_3004;1;10.207.130.100;300;D-Link DES-3200-28;PVI41A5003316;1C-BD-B9-64-C9-40;4;;;»—“»Õ¿;C;F;MDU_BRD00130_3004_2;MDU_BRD00130_3005_2;MDU_BRD00130_3004_1;06.02.2015;8;;
MDU_BRD00130_3004_2;MDU_BRD00130_3004;2;10.207.130.185;300;Huawei Quidway S2326;2102351366DME7001876;04f9-38c9-7d26;14;;;»—“»Õ¿;F;C;MDU_BRD00130_3003_2;MDU_BRD00130_3004_1;MDU_BRD00130_3004_2;06.02.2015;7;;
MDU_BRD00130_3005_1;MDU_BRD00130_3005;1;10.207.130.101;300;D-Link DES-3200-28;PVI41A5003319;1C-BD-B9-64-B8-80;5;;;»—“»Õ¿;C;C;MDU_BRD00130_3005_2;MDU_BRD00130_3005_3;MDU_BRD00130_3005_1;06.02.2015;10;;
MDU_BRD00130_3005_2;MDU_BRD00130_3005;2;10.207.130.157;300;Huawei Quidway S2326;21023513666TC4005487;e024-7f1a-a4fd;9;;;»—“»Õ¿;F;C;MDU_BRD00130_3004_1;MDU_BRD00130_3005_1;MDU_BRD00130_3005_2;06.02.2015;9;;
MDU_BRD00130_3005_3;MDU_BRD00130_3005;3;10.207.130.14;300;Huawei Quidway S2326;2102351366DME7000729;04f9-38c8-4817;11;;;»—“»Õ¿;C;F;MDU_BRD00130_3005_1;MDU_BRD00130_3006_2;MDU_BRD00130_3005_3;06.02.2015;11;;
MDU_BRD00130_3006_1;MDU_BRD00130_3006;1;10.207.130.102;300;Huawei Quidway S2326;21023513666TB9004416;5489-9828-28a9;6;;;»—“»Õ¿;F;C;MDU_BRD00130_3007_2;MDU_BRD00130_3006_2;MDU_BRD00130_3006_1;06.02.2015;13;;
MDU_BRD00130_3006_2;MDU_BRD00130_3006;2;10.207.130.160;300;Huawei Quidway S2326;21023513666TB1004555;781d-ba82-33e1;10;;;»—“»Õ¿;C;F;MDU_BRD00130_3006_1;MDU_BRD00130_3005_3;MDU_BRD00130_3006_2;06.02.2015;12;;
MDU_BRD00130_3007_1;MDU_BRD00130_3007;1;10.207.130.103;300;D-Link DES-3200-28;PVI41A5003301;1C-BD-B9-64-B9-00;7;;;»—“»Õ¿;C;F;MDU_BRD00130_3007_2;ds2-zap795;MDU_BRD00130_3007_1;06.02.2015;15;26;300
MDU_BRD00130_3007_2;MDU_BRD00130_3007;2;10.207.130.31;300;Huawei Quidway S2326;21023513666TCB010427;1047-8010-15f9;13;;;»—“»Õ¿;F;C;MDU_BRD00130_3006_1;MDU_BRD00130_3007_1;MDU_BRD00130_3007_2;06.02.2015;14;;
MDU_BRD00130_3011_1;MDU_BRD00130_3011;1;10.207.130.113;301;D-Link DES-3200-28;PVI41A5003313;1C-BD-B9-64-35-00;1;;;»—“»Õ¿;F;C;MDU_BRD00130_3012_1;MDU_BRD00130_3011_2;MDU_BRD00130_3011_1;06.02.2015;2;;
MDU_BRD00130_3011_2;MDU_BRD00130_3011;2;10.207.130.30;301;Huawei Quidway S2326;21023513666TD1006555;dcd2-fc56-2e14;12;;;»—“»Õ¿;C;F;MDU_BRD00130_3011_1;ds1-zap795;MDU_BRD00130_3011_2;06.02.2015;1;2;301
MDU_BRD00130_3012_1;MDU_BRD00130_3012;1;10.207.130.114;301;D-Link DES-3200-28;PVI41A5003314;1C-BD-B9-64-B8-A0;2;;;»—“»Õ¿;F;C;MDU_BRD00130_3011_1;MDU_BRD00130_3012_2;MDU_BRD00130_3012_1;06.02.2015;3;;
MDU_BRD00130_3012_2;MDU_BRD00130_3012;2;10.207.130.155;301;Huawei Quidway S2326;21023513666TC4005649;e024-7f1a-a57a;9;;;»—“»Õ¿;C;C;MDU_BRD00130_3012_3;MDU_BRD00130_3012_1;MDU_BRD00130_3012_2;06.02.2015;4;;
MDU_BRD00130_3012_3;MDU_BRD00130_3012;3;10.207.130.186;301;Huawei Quidway S2326;2102351366DME7001956;04f9-38c9-7d76;14;;;»—“»Õ¿;F;C;MDU_BRD00130_3013_1;MDU_BRD00130_3012_2;MDU_BRD00130_3012_3;06.02.2015;5;;
MDU_BRD00130_3013_1;MDU_BRD00130_3013;1;10.207.130.115;301;D-Link DES-3200-28;PVI41A5003315;1C-BD-B9-63-17-A0;3;;;»—“»Õ¿;C;F;MDU_BRD00130_3013_2;MDU_BRD00130_3012_3;MDU_BRD00130_3013_1;06.02.2015;6;;
MDU_BRD00130_3013_2;MDU_BRD00130_3013;2;10.207.130.161;301;Huawei Quidway S2326;21023513666TCB008723;1047-800e-ea35;11;;;»—“»Õ¿;F;C;MDU_BRD00130_3014_1;MDU_BRD00130_3013_1;MDU_BRD00130_3013_2;06.02.2015;7;;
MDU_BRD00130_3014_1;MDU_BRD00130_3014;1;10.207.130.116;301;D-Link DES-3200-28;PVI41A5003276;1C-BD-B9-64-B3-20;4;;;»—“»Õ¿;C;F;MDU_BRD00130_3014_2;MDU_BRD00130_3013_2;MDU_BRD00130_3014_1;06.02.2015;8;;
MDU_BRD00130_3014_2;MDU_BRD00130_3014;2;10.207.130.184;301;Huawei Quidway S2326;2102351366DME7001812;04f9-38c9-7ce6;13;;;»—“»Õ¿;F;C;MDU_BRD00130_3015_1;MDU_BRD00130_3014_1;MDU_BRD00130_3014_2;06.02.2015;9;;
MDU_BRD00130_3015_1;MDU_BRD00130_3015;1;10.207.130.117;301;D-Link DES-3200-28;PVI41A5003297;1C-BD-B9-64-C9-C0;5;;;»—“»Õ¿;C;F;MDU_BRD00130_3015_2;MDU_BRD00130_3014_2;MDU_BRD00130_3015_1;06.02.2015;10;;
MDU_BRD00130_3015_2;MDU_BRD00130_3015;2;10.207.130.156;301;Huawei Quidway S2326;21023513666TC4004728;e024-7f1a-5bfd;10;;;»—“»Õ¿;F;C;MDU_BRD00130_3016_1;MDU_BRD00130_3015_1;MDU_BRD00130_3015_2;06.02.2015;11;;
MDU_BRD00130_3016_1;MDU_BRD00130_3016;1;10.207.130.118;301;D-Link DES-3200-28;PVI41A5003298;1C-BD-B9-64-B2-A0;6;;;»—“»Õ¿;F;F;MDU_BRD00130_3017_2;MDU_BRD00130_3015_2;MDU_BRD00130_3016_1;06.02.2015;12;;
MDU_BRD00130_3017_1;MDU_BRD00130_3017;1;10.207.130.119;301;Huawei Quidway S2326;2102351366DME1006584;5439-df10-d60f;7;;;»—“»Õ¿;F;C;ds2-zap795;MDU_BRD00130_3017_2;MDU_BRD00130_3017_1;06.02.2015;14;1;301
MDU_BRD00130_3017_2;MDU_BRD00130_3017;2;10.207.130.49;301;Huawei Quidway S2326;21023513666TB9007200;5489-98af-9908;8;;;»—“»Õ¿;C;F;MDU_BRD00130_3017_1;MDU_BRD00130_3016_1;MDU_BRD00130_3017_2;06.02.2015;13;;
MDU_BRD00130_3021_1;MDU_BRD00130_3021;1;10.207.130.129;302;D-Link DES-3200-28;PVI41A5003300;1C-BD-B9-63-17-E0;1;;;»—“»Õ¿;C;F;MDU_BRD00130_3021_2;MDU_BRD00130_3027_2;MDU_BRD00130_3021_1;06.02.2015;10;;
MDU_BRD00130_3021_2;MDU_BRD00130_3021;2;10.207.130.159;302;Huawei Quidway S2326;21023513666TB7014429;80fb-066c-269f;10;;;»—“»Õ¿;F;C;MDU_BRD00130_3022_2;MDU_BRD00130_3021_1;MDU_BRD00130_3021_2;06.02.2015;9;;
MDU_BRD00130_3022_1;MDU_BRD00130_3022;1;10.207.130.130;302;D-Link DES-3200-28;PVI41A5000683;1C-BD-B9-63-3D-C0;2;;;»—“»Õ¿;C;F;MDU_BRD00130_3022_2;MDU_BRD00130_3023_1;MDU_BRD00130_3022_1;06.02.2015;7;;
MDU_BRD00130_3022_2;MDU_BRD00130_3022;2;10.207.130.69;302;Huawei Quidway S2326;21023513666TCB007896;1047-800e-e6fa;12;;;»—“»Õ¿;F;C;MDU_BRD00130_3021_2;MDU_BRD00130_3022_1;MDU_BRD00130_3022_2;06.02.2015;8;;
MDU_BRD00130_3023_1;MDU_BRD00130_3023;1;10.207.130.131;302;D-Link DES-3200-28;PVI41A5003277;1C-BD-B9-63-18-A0;3;;;»—“»Õ¿;C;F;MDU_BRD00130_3023_2;MDU_BRD00130_3022_1;MDU_BRD00130_3023_1;06.02.2015;6;;
MDU_BRD00130_3023_2;MDU_BRD00130_3023;2;10.207.130.154;302;Huawei Quidway S2326;21023513666TC4004721;e024-7f1a-5bf6;9;;;»—“»Õ¿;F;C;MDU_BRD00130_3024_1;MDU_BRD00130_3023_1;MDU_BRD00130_3023_2;06.02.2015;5;;
MDU_BRD00130_3024_1;MDU_BRD00130_3024;1;10.207.130.132;302;D-Link DES-3200-28;PVI41A5003278;1C-BD-B9-63-17-40;4;;;»—“»Õ¿;F;C;MDU_BRD00130_3023_2;MDU_BRD00130_3024_2;MDU_BRD00130_3024_1;06.02.2015;4;;
MDU_BRD00130_3024_2;MDU_BRD00130_3024;2;10.207.130.152;302;Huawei Quidway S2326;21023513666TC3000843;4cb1-6c7f-aa7c;8;;;»—“»Õ¿;F;C;MDU_BRD00130_3025_1;MDU_BRD00130_3024_1;MDU_BRD00130_3024_2;06.02.2015;3;;
MDU_BRD00130_3025_1;MDU_BRD00130_3025;1;10.207.130.133;302;D-Link DES-3200-28;PVI41A5003279;1C-BD-B9-64-B9-A0;5;;;»—“»Õ¿;C;F;MDU_BRD00130_3025_2;MDU_BRD00130_3024_2;MDU_BRD00130_3025_1;06.02.2015;2;;
MDU_BRD00130_3025_2;MDU_BRD00130_3025;2;10.207.130.162;302;D-Link DES-3200-26;PVHQ1A9012227;F0-7D-68-34-3F-60;11;;;»—“»Õ¿;F;C;ds2-zap795;MDU_BRD00130_3025_1;MDU_BRD00130_3025_2;06.02.2015;1;25;302
MDU_BRD00130_3026_1;MDU_BRD00130_3026;1;10.207.130.134;302;D-Link DES-3200-28;PVI41A5003281;1C-BD-B9-64-BA-C0;6;;;»—“»Õ¿;C;F;MDU_BRD00130_3026_2;MDU_BRD00130_3027_1;MDU_BRD00130_3026_1;06.02.2015;13;;
MDU_BRD00130_3026_2;MDU_BRD00130_3026;2;10.207.130.170;302;Huawei Quidway S2326;21023513666TCB007731;1047-800e-e655;14;;;»—“»Õ¿;F;C;ds1-zap795;MDU_BRD00130_3026_1;MDU_BRD00130_3026_2;06.02.2015;14;1;302
MDU_BRD00130_3027_1;MDU_BRD00130_3027;1;10.207.130.135;302;D-Link DES-3200-28;PVI41A5003280;1C-BD-B9-64-CA-20;7;;;»—“»Õ¿;C;F;MDU_BRD00130_3027_2;MDU_BRD00130_3026_1;MDU_BRD00130_3027_1;06.02.2015;12;;
MDU_BRD00130_3027_2;MDU_BRD00130_3027;2;10.207.130.166;302;Huawei Quidway S2326;21023513666TB1020674;781d-ba9e-1692;13;;;»—“»Õ¿;F;C;MDU_BRD00130_3021_1;MDU_BRD00130_3027_1;MDU_BRD00130_3027_2;06.02.2015;11;;
MDU_BRD00130_3031_1;MDU_BRD00130_3031;1;10.207.130.145;303;D-Link DES-3200-28;PVI41A5003282;1C-BD-B9-64-B9-C0;1;;;»—“»Õ¿;C;F;MDU_BRD00130_3031_2;ds1-zap795;MDU_BRD00130_3031_1;06.02.2015;1;;
MDU_BRD00130_3031_2;MDU_BRD00130_3031;2;10.207.130.175;303;Huawei Quidway S2326;21023513666TC7002817;0046-4bc9-894a;9;;;»—“»Õ¿;F;C;MDU_BRD00130_3032_1;MDU_BRD00130_3031_1;MDU_BRD00130_3031_2;06.02.2015;2;;
MDU_BRD00130_3032_1;MDU_BRD00130_3032;1;10.207.130.146;303;D-Link DES-3200-28;PVI41A5003283;1C-BD-B9-64-B3-00;2;;;»—“»Õ¿;F;F;MDU_BRD00130_3031_2;MDU_BRD00130_3033_2;MDU_BRD00130_3032_1;06.02.2015;3;;
MDU_BRD00130_3033_1;MDU_BRD00130_3033;1;10.207.130.147;303;D-Link DES-3200-28;PVI41A5003284;1C-BD-B9-64-B2-E0;3;;;»—“»Õ¿;C;F;MDU_BRD00130_3033_2;MDU_BRD00130_3034_1;MDU_BRD00130_3033_1;06.02.2015;5;;
MDU_BRD00130_3033_2;MDU_BRD00130_3033;2;10.207.130.182;303;Huawei Quidway S2326;2102351366DME6008785;04f9-38c7-0396;10;;;»—“»Õ¿;F;C;MDU_BRD00130_3032_1;MDU_BRD00130_3033_1;MDU_BRD00130_3033_2;06.02.2015;4;;
MDU_BRD00130_3034_1;MDU_BRD00130_3034;1;10.207.130.148;303;D-Link DES-3200-28;PVI41A5003296;1C-BD-B9-64-B5-40;4;;;»—“»Õ¿;F;F;MDU_BRD00130_3035_1;MDU_BRD00130_3033_1;MDU_BRD00130_3034_1;06.02.2015;6;;
MDU_BRD00130_3035_1;MDU_BRD00130_3035;1;10.207.130.149;303;D-Link DES-3200-28;PVI41A5003285;1C-BD-B9-63-17-60;5;;;»—“»Õ¿;F;F;MDU_BRD00130_3036_2;MDU_BRD00130_3034_1;MDU_BRD00130_3035_1;06.02.2015;7;;
MDU_BRD00130_3036_1;MDU_BRD00130_3036;1;10.207.130.150;303;D-Link DES-3200-28;PVI41A5000684;1C-BD-B9-63-68-40;6;;;»—“»Õ¿;C;F;MDU_BRD00130_3036_2;MDU_BRD00130_3037_1;MDU_BRD00130_3036_1;06.02.2015;9;;
MDU_BRD00130_3036_2;MDU_BRD00130_3036;2;10.207.130.174;303;D-Link DES-3200-28;PVI41A5003304;1C-BD-B9-64-C9-60;8;;;»—“»Õ¿;F;C;MDU_BRD00130_3035_1;MDU_BRD00130_3036_1;MDU_BRD00130_3036_2;06.02.2015;8;;
MDU_BRD00130_3037_1;MDU_BRD00130_3037;1;10.207.130.151;303;D-Link DES-3200-28;PVI41A5000685;1C-BD-B9-63-54-20;7;;;»—“»Õ¿;F;Down;MDU_BRD00130_3036_1;ds2-zap795;MDU_BRD00130_3037_1;06.02.2015;10;;
MDU_BRD00131_1001_1;MDU_BRD00131_1001;1;10.207.131.1;100;Huawei Quidway S2326;21023513666TCB009153;1047-8010-129c;1;;;»—“»Õ¿;F;F;MDU_BRD00131_1002_2;ds1-zap30;MDU_BRD00131_1001_1;06.02.2015;1;2;100
MDU_BRD00131_1002_1;MDU_BRD00131_1002;1;10.207.131.2;100;D-Link DES-3200-28;PVI41A5000711;1C-BD-B9-63-68-E0;2;;;»—“»Õ¿;C;F;MDU_BRD00131_1002_2;MDU_BRD00131_1003_1;MDU_BRD00131_1002_1;06.02.2015;3;;
MDU_BRD00131_1002_2;MDU_BRD00131_1002;2;10.207.131.67;100;Huawei Quidway S2326;21023513666TCB010037;1047-8010-185b;8;;;»—“»Õ¿;F;C;MDU_BRD00131_1001_1;MDU_BRD00131_1002_1;MDU_BRD00131_1002_2;06.02.2015;2;;
MDU_BRD00131_1003_1;MDU_BRD00131_1003;1;10.207.131.3;100;D-Link DES-3200-28;PVI41A5003326;1C-BD-B9-64-BB-20;3;;;»—“»Õ¿;F;F;MDU_BRD00131_1004_1;MDU_BRD00131_1002_1;MDU_BRD00131_1003_1;06.02.2015;4;;
MDU_BRD00131_1004_1;MDU_BRD00131_1004;1;10.207.131.4;100;D-Link DES-3200-28;PVI41A5003330;1C-BD-B9-64-C8-80;4;;;»—“»Õ¿;F;F;MDU_BRD00131_1005_1;MDU_BRD00131_1003_1;MDU_BRD00131_1004_1;06.02.2015;5;;
MDU_BRD00131_1005_1;MDU_BRD00131_1005;1;10.207.131.5;100;D-Link DES-3200-28;PVI41A5003322;1C-BD-B9-64-B2-60;5;;;»—“»Õ¿;F;F;MDU_BRD00131_1006_1;MDU_BRD00131_1004_1;MDU_BRD00131_1005_1;06.02.2015;6;;
MDU_BRD00131_1006_1;MDU_BRD00131_1006;1;10.207.131.6;100;D-Link DES-3200-28;PVI41A5003323;1C-BD-B9-64-C8-C0;6;;;»—“»Õ¿;F;F;MDU_BRD00131_1005_1;MDU_BRD00131_1007_1;MDU_BRD00131_1006_1;06.02.2015;7;;
MDU_BRD00131_1007_1;MDU_BRD00131_1007;1;10.207.131.7;100;D-Link DES-3200-28;PVI41A5003325;1C-BD-B9-64-C8-A0;7;;;»—“»Õ¿;F;F;ds2-zap30;MDU_BRD00131_1006_1;MDU_BRD00131_1007_1;06.02.2015;8;25;100
MDU_BRD00131_1011_1;MDU_BRD00131_1011;1;10.207.131.18;101;D-Link DES-3200-28;PVI41A5003324;1C-BD-B9-64-F0-60;1;;;»—“»Õ¿;C;F;MDU_BRD00131_1011_2;ds2-zap30;MDU_BRD00131_1011_1;06.02.2015;1;26;101
MDU_BRD00131_1011_2;MDU_BRD00131_1011;2;10.207.131.8;101;Huawei Quidway S2326;21023513666TD1009984;dcd2-fc59-2afc;7;;;»—“»Õ¿;F;C;MDU_BRD00131_1012_2;MDU_BRD00131_1011_1;MDU_BRD00131_1011_2;06.02.2015;2;;
MDU_BRD00131_1012_1;MDU_BRD00131_1012;1;10.207.131.19;101;D-Link DES-3200-28;PVI41A5003329;1C-BD-B9-64-B4-80;2;;;»—“»Õ¿;C;F;MDU_BRD00131_1012_2;MDU_BRD00131_1013_1;MDU_BRD00131_1012_1;06.02.2015;4;;
MDU_BRD00131_1012_2;MDU_BRD00131_1012;2;10.207.131.65;101;Huawei Quidway S2326;21023513666TC3000193;4cb1-6c7d-8d1f;5;;;»—“»Õ¿;C;F;MDU_BRD00131_1012_1;MDU_BRD00131_1011_2;MDU_BRD00131_1012_2;06.02.2015;3;;
MDU_BRD00131_1013_1;MDU_BRD00131_1013;1;10.207.131.20;101;D-Link DES-3200-28;PVI41A5003321;1C-BD-B9-64-08-00;3;;;»—“»Õ¿;F;F;MDU_BRD00131_1012_1;MDU_BRD00131_1014_2;MDU_BRD00131_1013_1;06.02.2015;5;;
MDU_BRD00131_1014_1;MDU_BRD00131_1014;1;10.207.131.21;101;D-Link DES-3200-26;PVHQ1A9012660;F0-7D-68-34-64-A0;4;;;»—“»Õ¿;C;Down;MDU_BRD00131_1014_2;ds1-zap30;MDU_BRD00131_1014_1;06.02.2015;7;;101
MDU_BRD00131_1014_2;MDU_BRD00131_1014;2;10.207.131.22;101;Huawei Quidway S2326;21023513666TC4004755;e024-7f1a-5c18;6;;;»—“»Õ¿;F;C;MDU_BRD00131_1013_1;MDU_BRD00131_1014_1;MDU_BRD00131_1014_2;06.02.2015;6;;
MDU_BRD00131_1021_1;MDU_BRD00131_1021;1;10.207.131.34;102;D-Link DES-3028;PVI41A5003328;1C-BD-B9-64-B2-20;1;;;»—“»Õ¿;F;C;ds1-zap30;MDU_BRD00131_1021_2;MDU_BRD00131_1021_1;06.02.2015;1;25;102
